t,demand
71,995,142.80
72,004,847.10
72,014,638.60
72,024,470.30
72,034,200.20
72,043,981.60
72,053,718.40
72,063,833.50
72,074,173
72,084,661.70
72,095,047.40
72,105,292.80
72,115,535.40
72,125,528.80
72,135,498.60
72,144,869.20
72,154,615.10
72,164,561.10
72,174,962.80
72,185,558.90
72,195,578.40
72,205,444.70
72,215,182.40
72,224,771.20
72,234,357.90
72,244,076.10
72,253,887.40
72,263,789.80
72,273,584.50
72,283,555.90
72,293,536.30
72,303,850.60
72,314,659.10
72,325,516
72,335,918.90
72,346,075.70
72,356,313.80
72,365,939.90
72,376,326.40
72,387,150.50
72,397,164.30
72,406,614.40
72,416,681.50
72,426,798.90
72,436,620.30
72,446,326
72,456,068.40
72,465,502.90
72,474,758.60
72,484,432.10
72,494,262.10
72,504,105.40
72,514,001
72,523,841
72,533,717.90
72,544,027.90
72,554,725.20
72,565,427.70
72,575,642.70
72,585,858.10
72,596,074.90
72,605,728.80
72,616,069.50
72,626,980.30
72,636,783.50
72,646,347.40
72,656,433.20
72,666,673.50
72,676,362
72,686,080.40
72,695,791.10
72,705,350.70
72,714,815.20
72,724,416.40
72,734,199.80
72,744,032.90
72,753,935.30
72,763,805.20
72,773,695
72,784,084.40
72,794,832.60
72,805,757.70
72,816,212.30
72,826,551.30
72,836,700.40
72,846,330.70
72,856,553.90
72,866,780.60
72,876,235.70
72,885,780.90
72,895,659
72,905,566.60
72,915,497.10
72,925,486.40
72,935,449.40
72,945,031.60
72,954,637.50
72,964,310.30
72,974,115.70
72,983,941.60
72,993,782.40
73,003,687.80
73,013,655.30
73,023,935.20
73,034,606.90
73,045,347.70
73,055,774.30
73,066,111.80
73,076,299.70
73,085,829.40
73,096,089.80
73,106,794
73,117,045.60
73,127,028.70
73,136,814.90
73,146,910.60
73,156,667.60
73,166,488.20
73,176,333.80
73,185,870.50
73,195,036.60
73,204,569.50
73,214,206.30
73,223,902.30
73,233,721.70
73,243,690.30
73,253,689.30
73,263,990
73,274,769.10
73,285,556.20
73,295,834.60
73,306,328
73,316,337.90
73,325,793.20
73,336,092.20
73,346,951.90
73,357,189.40
73,366,929.60
73,376,640.30
73,386,764.40
73,396,486.40
73,406,250.80
73,416,067.50
73,425,647.80
73,435,132.30
73,444,759.10
73,454,531.10
73,464,330.70
73,474,140.30
73,483,976.50
73,493,829.20
73,504,016.40
73,514,508.90
73,524,558.80
73,535,250.60
73,545,895.50
73,556,003.90
73,565,855.50
73,575,780.90
73,586,077.60
73,595,650.40
73,605,440.90
73,615,674.40
73,626,253.50
73,636,172.40
73,645,976.30
73,655,865.10
73,665,518.20
73,675,050
73,684,744.60
73,694,512.50
73,704,314.10
73,714,095.60
73,723,912.80
73,733,545
73,743,724.40
73,754,082.90
73,764,506.70
73,774,238.30
73,784,241
73,795,278.80
73,805,340
73,815,335.40
73,825,366.30
73,835,357.10
73,845,336.10
73,855,567.80
73,866,151.90
73,876,183.10
73,886,145.40
73,896,115.70
73,905,685.30
73,915,262.40
73,924,863.20
73,934,540.70
73,944,335
73,954,107.90
73,963,904.40
73,973,648.90
73,983,781.20
73,994,189
74,004,800.30
74,015,286.90
74,025,683.50
74,035,882.90
74,045,845.80
74,055,782.40
74,065,701.10
74,075,703
74,085,608.80
74,095,870
74,106,445.60
74,116,460.50
74,126,380
74,136,165.10
74,145,767.30
74,155,281.50
74,164,880.50
74,174,628
74,184,455.40
74,194,343.90
74,204,257.20
74,214,059.90
74,224,435.50
74,235,352.70
74,246,192.20
74,256,258.30
74,266,356.50
74,276,396.10
74,285,910.80
74,296,071
74,306,777.90
74,316,867.90
74,326,688.70
74,336,893.20
74,347,099.20
74,356,797.40
74,366,457.10
74,376,236.60
74,385,771.80
74,395,171
74,404,694
74,414,447.90
74,424,294.50
74,434,149.90
74,444,091.90
74,454,036.80
74,464,415.60
74,475,357.40
74,486,363.80
74,496,417.10
74,506,979.20
74,517,078.40
74,526,344.90
74,536,418.10
74,547,256
74,557,477.10
74,567,311.90
74,577,195.30
74,587,372
74,597,139.70
74,606,823.60
74,616,618.10
74,626,139.80
74,635,563.90
74,644,994.60
74,654,680.30
74,664,530.70
74,674,400.90
74,684,259.60
74,694,059.20
74,704,353.60
74,715,142.40
74,725,714.50
74,736,007.10
74,746,091.50
74,756,031.30
74,765,766.20
74,776,059
74,787,002.70
74,797,220.90
74,807,079.50
74,816,912.30
74,827,162.60
74,836,960.30
74,846,614.30
74,856,415
74,865,897.70
74,875,385.70
74,884,992.50
74,894,750.10
74,904,536.20
74,914,443.20
74,924,318.70
74,934,028.20
74,944,257.40
74,954,524.70
74,966,127.10
74,976,400
74,986,592.30
74,996,586.60
75,006,120.40
75,016,421.30
75,027,196.10
75,037,362
75,047,086.50
75,056,796.60
75,066,950
75,076,635.30
75,086,427
75,096,398.30
75,105,960.70
75,115,470.50
75,124,902.40
75,134,642.80
75,144,513.90
75,154,350.70
75,164,130.90
75,173,960.90
75,184,099.40
75,194,488.50
75,204,861.40
75,215,247.10
75,225,468.20
75,235,606.80
75,245,592.50
75,255,720.60
75,266,044.20
75,276,134.80
75,286,073
75,296,229.80
75,306,103.20
75,316,373.60
75,326,181.50
75,335,965.10
75,345,623.20
75,355,306.70
75,365,060.50
75,374,830.10
75,384,643.10
75,394,526
75,404,279.30
75,413,899.10
75,424,041.50
75,434,391.90
75,444,907.70
75,455,272.10
75,465,520.50
75,475,686.20
75,485,518.20
75,495,531.50
75,504,422.30
75,514,934.10
75,524,998.30
75,535,393.80
75,545,934.30
75,555,961
75,565,844.30
75,575,791.90
75,585,539.10
75,595,095.80
75,604,831
75,614,589.10
75,624,205.50
75,634,085.90
75,644,015.60
75,653,746.90
75,663,942
75,674,365.20
75,685,019.80
75,695,527.40
75,705,840.60
75,715,937.20
75,724,967.60
75,734,898.50
75,744,946.10
75,755,059.50
75,765,153.90
75,775,441
75,786,039.20
75,796,069.50
75,805,956.70
75,815,876.60
75,825,438.20
75,834,979.40
75,844,610.10
75,854,394.80
75,864,262.70
75,874,158.90
75,884,006.80
75,893,909.20
75,904,314.80
75,915,389.30
75,926,396.50
75,936,771.40
75,947,052.30
75,957,171.90
75,966,328.40
75,976,117.50
75,986,878.60
75,996,964
76,006,661.70
76,016,686.30
76,026,813.20
76,036,662.60
76,046,469.80
76,056,355.10
76,065,750.80
76,075,184.80
76,084,766.40
76,094,443.40
76,104,283.10
76,114,169
76,123,985.10
76,133,921.10
76,144,213.50
76,154,849.20
76,165,582.20
76,175,777.80
76,186,133.10
76,196,265.80
76,205,842.70
76,216,156.60
76,227,048.30
76,237,233.50
76,247,066.40
76,256,790.10
76,266,997.60
76,276,626.10
76,286,408.50
76,296,310.70
76,305,865.90
76,315,325.40
76,324,877.90
76,334,589.90
76,344,443.60
76,354,365.10
76,364,282
76,374,046.90
76,384,396.30
76,395,240.10
76,406,259.50
76,416,779.70
76,427,032.20
76,437,246.30
76,446,640.20
76,456,900.60
76,467,650.50
76,477,660.40
76,487,610.40
76,497,379.30
76,507,343.30
76,516,964
76,526,689.80
76,536,558.60
76,546,087.70
76,555,549.70
76,565,117.70
76,574,864.70
76,584,669.70
76,594,586.20
76,604,355.50
76,614,178.40
76,624,545
76,635,448.30
76,646,370.50
76,656,766.30
76,667,166.70
76,677,370.90
76,686,637.40
76,696,751
76,706,997.80
76,717,677.70
76,724,571
76,736,829
76,747,325.50
76,756,954.50
76,766,643.90
76,776,526
76,786,188.70
76,795,734.90
76,805,316.80
76,815,039.10
76,824,841.70
76,834,655.20
76,844,390.10
76,854,159.30
76,864,291.30
76,874,671.70
76,885,396
76,895,822
76,906,007.50
76,916,167.10
76,926,164.20
76,936,141.30
76,946,396.80
76,956,317.40
76,966,315.70
76,976,430.40
76,986,917.90
76,996,672.10
77,006,403.60
77,016,421.70
77,026,094.40
77,035,669.60
77,045,314
77,055,062
77,064,842.30
77,074,606
77,084,433.10
77,094,158.70
77,104,151.40
77,114,347.50
77,124,620.10
77,134,760.30
77,144,851.50
77,154,928
77,164,863.30
77,174,878.70
77,185,106.40
77,195,285.30
77,205,419.50
77,215,568.80
77,226,194.90
77,236,233.20
77,246,126.80
77,255,928.20
77,265,439
77,274,888.90
77,283,851.20
77,293,643.20
77,303,987
77,313,983.90
77,323,925
77,333,855.50
77,344,143.80
77,355,121.30
77,366,133.20
77,376,594.80
77,386,867
77,396,988.30
77,406,291.40
77,416,525.30
77,426,940.90
77,436,984.10
77,446,530.20
77,456,526.20
77,466,327.70
77,476,179.20
77,485,915.60
77,495,751.40
77,505,287.10
77,514,868.80
77,524,521.70
77,534,312.20
77,544,075.50
77,553,840.10
77,563,751.60
77,573,650.10
77,583,959.50
77,594,682.60
77,605,477.10
77,615,835
77,625,929
77,635,965.30
77,645,489.80
77,655,604.70
77,666,433.70
77,676,802
77,686,678.60
77,696,578
77,706,869.70
77,716,565.50
77,726,054.70
77,736,009.50
77,745,558.60
77,755,007.10
77,764,662.40
77,774,423.80
77,784,291.80
77,794,206.90
77,804,086.20
77,813,872.90
77,824,124.30
77,834,995.60
77,845,884.70
77,856,120.60
77,865,975.60
77,876,160.40
77,885,614.30
77,896,046
77,906,181.70
77,916,053.10
77,926,300.40
77,936,779.80
77,946,996.20
77,956,618.60
77,966,342.70
77,976,222.90
77,985,796.30
77,995,218.40
78,004,779
78,014,511.80
78,024,338.60
78,034,038.50
78,043,915.70
78,053,804.10
78,063,938.80
78,074,651.90
78,085,441.80
78,095,684.50
78,105,794.50
78,115,797.10
78,125,253.70
78,135,155.10
78,145,856.20
78,156,063.60
78,165,978.90
78,175,992.90
78,186,248.30
78,195,898.90
78,205,587.70
78,215,402
78,225,040.50
78,234,612.90
78,244,276
78,254,070.20
78,263,904.60
78,273,738
78,283,656.90
78,293,506.70
78,303,836.80
78,314,934.90
78,325,999.10
78,336,419.40
78,346,639.30
78,356,837.40
78,366,244.60
78,376,342.50
78,387,153.20
78,397,245.80
78,406,977.70
78,416,695
78,426,771.80
78,436,405.30
78,446,092.10
78,456,002.80
78,465,589
78,475,073.80
78,484,726.70
78,494,498.10
78,504,259.90
78,514,054.60
78,523,915.50
78,533,707.80
78,543,806.10
78,554,153.80
78,564,888.70
78,575,361.20
78,585,509.60
78,595,582
78,605,326.30
78,615,293.20
78,625,746.80
78,635,909.10
78,645,756.80
78,655,779.40
78,666,296.70
78,676,136.90
78,685,812
78,695,637.90
78,705,396.20
78,714,986.20
78,724,736.20
78,734,557.30
78,744,397.70
78,754,258
78,763,972.70
78,773,700.10
78,783,786.40
78,794,079.60
78,804,553.60
78,814,740.60
78,824,880.60
78,835,083.90
78,845,156.50
78,855,105.90
78,865,137.70
78,875,101.50
78,884,965.60
78,895,387.40
78,905,942.90
78,915,914.20
78,925,762.70
78,935,609.40
78,945,287.30
78,954,889.10
78,964,565.40
78,974,350.80
78,984,213.60
78,994,010.40
79,003,885
79,013,785.40
79,023,994.10
79,034,796.50
79,045,665.70
79,056,149.20
79,066,477.70
79,076,713.30
79,086,097.50
79,096,217.80
79,107,003.80
79,117,159.40
79,127,092
79,136,913.60
79,147,018.70
79,156,660.50
79,166,406.60
79,176,114.20
79,185,667.80
79,195,092.70
79,204,036.30
79,213,906.50
79,223,812
79,233,661
79,243,737.80
79,253,644.10
79,264,110.30
79,275,033.80
79,285,757.70
79,296,202.50
79,306,485.80
79,316,584.70
79,325,773.80
79,335,929.50
79,346,764.50
79,356,509.50
79,366,232.80
79,376,325
79,386,309.50
79,395,964.70
79,405,698.40
79,415,609.50
79,425,203.70
79,434,764.40
79,444,374.50
79,454,163.80
79,464,005.50
79,473,901.30
79,483,737.40
79,493,603.40
79,503,964.90
79,514,792.90
79,525,745.80
79,536,232.90
79,546,402.80
79,556,542.10
79,566,007.50
79,576,007.70
79,586,665.50
79,596,921.70
79,606,812.90
79,616,624.50
79,626,744.70
79,636,336.20
79,646,046.20
79,655,830.30
79,665,399.50
79,674,866
79,684,466.20
79,694,217.60
79,704,064
79,713,972
79,723,901.60
79,733,717.10
79,744,229.20
79,755,158.40
79,766,230.90
79,776,772.80
79,786,961.10
79,796,106.90
79,805,870.30
79,815,021.80
79,826,796.60
79,836,691.60
79,846,313.70
79,856,200.30
79,866,440.80
79,876,219.80
79,885,902.50
79,895,740.70
79,905,378.10
79,914,904.70
79,924,529.90
79,934,289.90
79,944,154.80
79,953,985.70
79,963,784.20
79,973,701.40
79,983,977.40
79,994,833.80
80,005,827.90
80,016,249
80,026,560.40
80,036,651.20
80,045,955.20
80,055,795
80,066,320.50
80,076,386.50
80,086,245.10
80,096,165.20
80,104,637.60
80,114,099
80,125,562
80,135,465.20
80,145,047.40
80,154,734.80
80,164,355
80,174,197.10
80,184,090.10
80,194,000.70
80,203,855.60
80,213,704.30
80,223,295.90
80,233,069.70
80,244,007.50
80,254,775.70
80,265,225
80,275,257.10
80,284,959.20
80,294,748.10
80,304,899.20
80,314,949.80
80,324,949.50
80,335,120.20
80,345,662
80,355,525
80,365,286.40
80,375,254.40
80,384,984.30
80,394,591
80,404,189.30
80,413,938.50
80,423,800.80
80,433,631
80,443,398.70
80,453,170.80
80,463,432.20
80,473,772.40
80,484,208
80,494,660.60
80,504,925
80,515,000.80
80,524,886.10
80,534,726.80
80,544,957.50
80,555,165
80,565,042.60
80,575,043.80
80,585,704.20
80,595,662.50
80,605,587.50
80,615,533.10
80,625,179.20
80,634,683.30
80,644,336.30
80,654,106.90
80,664,002.10
80,673,893.20
80,683,779.10
80,693,586.30
80,703,813.80
80,714,637.30
80,725,665.30
80,736,055.40
80,746,319.70
80,756,418.80
80,765,894.50
80,776,114
80,786,335.60
80,796,228.40
80,806,097.90
80,816,236.40
80,826,163.10
80,835,848.60
80,845,501.30
80,855,325.20
80,864,950
80,874,505.50
80,884,170.20
80,894,002.10
80,903,857.80
80,913,719.30
80,923,599.90
80,933,592
80,943,839.20
80,954,464.30
80,965,134.30
80,975,340.90
80,985,462.20
80,995,629.80
81,005,171.40
81,015,168.50
81,025,879.30
81,036,233.20
81,046,113.20
81,055,981.80
81,066,295.40
81,075,953.60
81,085,635.80
81,095,478.20
81,105,052.30
81,114,475.30
81,124,041.10
81,133,876.30
81,143,761.80
81,153,667.10
81,163,517.50
81,173,462.60
81,183,871.20
81,194,735
81,205,657
81,216,247.30
81,226,351.90
81,236,336.10
81,245,504.10
81,255,527.60
81,265,883.20
81,276,014.60
81,286,033.80
81,295,947.10
81,306,311.90
81,316,030.90
81,325,728.60
81,335,589.70
81,345,143.50
81,354,660.30
81,364,278.20
81,374,047.10
81,383,833.40
81,393,673.60
81,403,624
81,413,541.10
81,423,798.20
81,434,511.60
81,445,126.70
81,455,504.60
81,465,892.20
81,476,117.60
81,485,661.10
81,495,829.90
81,506,478.50
81,516,517.10
81,526,356.50
81,536,193.90
81,546,458.50
81,556,177.40
81,565,927.50
81,575,831
81,585,403.40
81,594,968.60
81,604,575.60
81,614,322.80
81,624,156.90
81,633,926
81,643,791.20
81,653,691.60
81,663,964
81,674,846.10
81,685,879.60
81,696,229.90
81,706,328.80
81,716,426.30
81,725,987.60
81,736,072.90
81,746,805
81,756,789.80
81,766,528.90
81,776,371.50
81,786,693.30
81,796,066.50
81,805,727.40
81,815,714.70
81,825,520.30
81,835,200.70
81,844,904.60
81,854,634.60
81,864,447
81,874,162
81,883,963.90
81,893,710.70
81,903,855.40
81,914,244.60
81,924,782.90
81,935,087.90
81,945,252.40
81,955,325.40
81,965,321.20
81,975,198.90
81,985,322.10
81,995,410.90
82,005,120.40
82,015,414.10
82,026,060
82,035,884
82,045,649.50
82,055,587
82,065,264.40
82,074,911.90
82,084,604.40
82,094,420.60
82,104,310.40
82,114,130.50
82,123,895
82,133,638.20
82,143,648.20
82,153,751.80
82,164,015
82,174,179
82,184,187.90
82,194,180.20
82,204,203.40
82,214,202.70
82,224,350
82,234,462
82,244,467.20
82,254,520.40
82,265,250.30
82,275,212.90
82,285,175.20
82,295,167.40
82,304,861.80
82,314,440.30
82,324,160.30
82,333,923.30
82,343,789.40
82,353,723
82,363,531.90
82,373,423.90
82,383,742.70
82,394,664.20
82,405,687.50
82,416,085.40
82,426,327.50
82,436,294.30
82,445,755.60
82,455,656
82,466,444.50
82,476,800.30
82,486,767.90
82,496,541.30
82,506,828.90
82,516,457.10
82,526,058
82,535,958.90
82,545,442.20
82,554,931.10
82,564,540.60
82,574,283.50
82,584,174.70
82,594,063.90
82,603,925.10
82,613,712.70
82,624,078
82,634,896.50
82,645,846.60
82,656,200.60
82,666,504.70
82,676,619.50
82,686,104.70
82,696,137
82,706,704.50
82,716,405.10
82,726,189.10
82,736,136.30
82,746,394.80
82,756,045.40
82,765,773.30
82,775,723.50
82,785,218.70
82,794,769
82,804,444.30
82,814,248.20
82,824,073.90
82,833,980.90
82,843,809.20
82,853,768.50
82,864,071.10
82,874,797.50
82,885,422.50
82,895,661.10
82,906,006.20
82,916,275.80
82,925,722.50
82,936,017.50
82,946,836.90
82,956,965.80
82,966,938.70
82,976,524.20
82,986,363
82,996,212.10
83,005,824.40
83,015,576.20
83,025,118.80
83,034,647.50
83,044,290.80
83,054,109.30
83,063,954.20
83,073,795.80
83,083,702.30
83,093,537.30
83,103,764.20
83,114,520.90
83,125,320.90
83,135,606.50
83,145,964.50
83,156,069.60
83,165,428.90
83,175,566.40
83,186,187.30
83,196,335.90
83,206,070.60
83,216,149.10
83,226,480.20
83,236,302.90
83,245,963
83,255,872.20
83,265,500
83,274,979.70
83,284,584.60
83,294,386.70
83,304,195.60
83,314,043.50
83,323,816.20
83,333,654.40
83,343,803.30
83,354,173.40
83,364,911.60
83,375,171.30
83,385,349.40
83,395,576.80
83,405,270.60
83,415,322.50
83,426,007.40
83,436,229
83,445,985.20
83,455,827.20
83,466,225.80
83,476,003.70
83,485,721.80
83,495,666.80
83,505,382.60
83,514,964.20
83,524,638.50
83,534,413.30
83,544,252.60
83,554,056.20
83,563,869.70
83,573,596.30
83,583,665.60
83,594,163.50
83,604,790.70
83,615,153.90
83,625,426.10
83,635,669.90
83,645,432.60
83,655,408.70
83,665,718.50
83,675,549.70
83,685,315.40
83,695,530.30
83,706,087
83,716,034.60
83,725,780.20
83,735,697.20
83,745,370.20
83,754,992.90
83,764,693
83,774,468.80
83,784,240.50
83,794,070.60
83,803,864.70
83,813,636.40
83,823,546.70
83,833,705.40
83,844,000.30
83,854,281.80
83,864,381.20
83,874,351.60
83,884,450.30
83,894,422.50
83,904,432.50
83,914,557.60
83,924,492.20
83,934,593.40
83,945,313.30
83,955,325.60
83,965,249.90
83,975,166.80
83,984,895.70
83,994,516.40
84,004,249.80
84,014,049.20
84,023,893.40
84,033,793.20
84,043,736
84,053,560
84,063,810.30
84,074,544.40
84,085,262.60
84,095,705.10
84,106,103.30
84,116,347.90
84,125,841.10
84,135,899.60
84,146,588.60
84,156,804.50
84,166,680.50
84,176,416.70
84,186,287.20
84,196,256.50
84,206,200.30
84,216,005
84,225,641
84,235,133.60
84,244,720.90
84,254,426.80
84,264,129.20
84,273,995.80
84,283,842.50
84,293,753.60
84,303,792.40
84,314,384
84,325,024.60
84,335,257.90
84,345,501.60
84,355,675.40
84,365,398.20
84,375,587.10
84,386,250.20
84,396,403.80
84,406,318.40
84,416,176.90
84,426,460.50
84,436,148.30
84,445,920.90
84,455,774.50
84,465,401.90
84,474,966.60
84,484,600.30
84,494,364.70
84,504,249.10
84,514,136
84,523,901.10
84,533,848.90
84,543,904.70
84,554,428.50
84,565,151.50
84,575,283.10
84,585,280.50
84,595,277
84,604,874
84,614,862.60
84,625,398.10
84,635,623.80
84,645,603.90
84,655,489.70
84,666,007.20
84,675,813.50
84,685,554.10
84,695,344.30
84,705,010.40
84,714,607.50
84,724,141.60
84,733,909.70
84,743,761.70
84,753,662.30
84,763,471.20
84,773,411.70
84,783,591.10
84,794,145.80
84,804,824
84,815,186.80
84,825,417.40
84,835,484.20
84,845,091.70
84,855,343.60
84,866,020.40
84,876,313.30
84,886,187.60
84,895,946.20
84,906,343.10
84,916,116.50
84,925,883.90
84,935,872.20
84,945,542.20
84,955,054
84,964,667.60
84,974,415.50
84,984,208.90
84,994,107.90
85,003,915.70
85,013,825.90
85,023,804
85,034,268.90
85,044,890.80
85,055,152.20
85,065,351.50
85,075,441
85,085,069
85,095,032.90
85,105,599.30
85,115,790.10
85,125,556.10
85,135,440.60
85,145,854.40
85,155,672
85,165,491.20
85,175,461
85,185,204.60
85,194,798.40
85,204,448
85,214,249.40
85,224,089
85,233,910.30
85,243,704.40
85,253,592.20
85,263,562.20
85,273,858.70
85,284,336
85,294,701.20
85,304,793.50
85,314,717.90
85,324,593.60
85,334,675.10
85,344,807.60
85,354,906.50
85,364,881.10
85,374,995
85,385,598.70
85,395,476.10
85,405,332.20
85,415,248.60
85,424,926.60
85,434,477.10
85,444,172.10
85,453,960.40
85,463,822.10
85,473,690
85,483,552.30
85,493,395.10
85,503,430.90
85,513,689.20
85,524,041.60
85,534,330.10
85,544,637.80
85,554,840.90
85,564,779.40
85,574,773.80
85,584,874.20
85,594,908.80
85,604,928.40
85,614,967.60
85,625,567.90
85,635,465.10
85,645,425.50
85,655,385
85,665,167.70
85,674,740.70
85,684,409.90
85,694,151.10
85,703,941.70
85,713,809.30
85,723,706.30
85,733,688.90
85,743,589.10
85,753,985.70
85,764,469.70
85,774,641.70
85,784,559.80
85,794,590
85,804,534.20
85,814,479.60
85,824,615.10
85,834,719.60
85,844,686.10
85,854,828.90
85,865,338.30
85,875,587.20
85,885,358.20
85,895,194.50
85,904,830.60
85,914,438.40
85,924,277.20
85,934,141.40
85,944,005.40
85,953,888.10
85,963,616.70
85,973,345.10
85,983,187.70
85,993,301
86,003,491.70
86,013,657.30
86,023,783.40
86,033,796.70
86,043,816.30
86,053,880.20
86,064,009.30
86,073,988.20
86,083,971.70
86,094,181.10
86,104,896.70
86,114,959.40
86,124,829.10
86,134,794.20
86,144,426.50
86,154,040.20
86,163,769
86,173,607.80
86,183,480.10
86,193,399.60
86,203,379.50
86,213,252.10
86,223,280.40
86,233,938.30
86,244,750.20
86,255,275.30
86,265,377.90
86,275,521.40
86,284,935
86,294,850.50
86,305,261.50
86,315,450.30
86,325,332.30
86,335,379.90
86,345,819.60
86,355,585.90
86,365,264.70
86,375,238.60
86,384,901.40
86,394,354.60
86,403,986.50
86,413,712.90
86,423,581.70
86,433,474.70
86,443,443.90
86,453,352.80
86,463,535
86,474,183.40
86,485,002.60
86,495,373
86,505,543.10
86,515,764.30
86,525,143.20
86,535,018.30
86,545,838.40
86,556,128.90
86,565,998.50
86,575,672.60
86,586,063.90
86,595,830.20
86,605,535.20
86,615,521.30
86,625,120.40
86,634,622.60
86,644,237.10
86,653,982.50
86,663,811.20
86,673,725.10
86,683,656.40
86,693,499.90
86,702,957.40
86,714,279.50
86,725,082.50
86,735,392.80
86,745,508.80
86,755,615.50
86,765,192
86,775,004.70
86,785,569.50
86,795,985.50
86,805,945.30
86,815,745.20
86,826,247.10
86,836,159.20
86,845,889.50
86,855,811.30
86,865,480.60
86,874,938.20
86,884,585.70
86,894,278.30
86,904,017
86,913,837.50
86,923,763.40
86,933,648.50
86,943,641.20
86,953,920
86,964,333.50
86,974,670.70
86,984,835.40
86,994,879.40
87,004,720.80
87,014,694.90
87,024,910.10
87,034,952.70
87,045,006.30
87,055,101.10
87,065,759.40
87,075,645.30
87,085,448.30
87,095,294.90
87,104,992.60
87,114,608.80
87,124,284.70
87,134,084.40
87,143,921.90
87,153,803.10
87,163,701.40
87,173,444.20
87,183,490.90
87,193,803.30
87,204,162.60
87,214,466.20
87,224,735.40
87,234,842.20
87,244,916.20
87,254,769
87,264,813.20
87,274,901.50
87,284,819.60
87,294,825.20
87,305,507
87,315,640.30
87,325,554.70
87,335,537.20
87,345,194.80
87,354,783
87,364,364.60
87,374,084.50
87,383,939
87,393,812.40
87,403,729.30
87,413,624.80
87,423,710.80
87,434,236.40
87,444,808.20
87,455,177.10
87,465,316.10
87,475,370.80
87,485,208.90
87,495,195.30
87,505,488.90
87,515,696.30
87,525,609.70
87,535,588.90
87,546,292.40
87,556,548.40
87,566,362.40
87,575,994.60
87,585,447.90
87,595,096.40
